date,asset,close,volume
2023-07-25,AAPL,191.11903381347656,37283200
2023-07-26,AAPL,191.98768615722656,47471900
2023-07-27,AAPL,190.72421264648438,47460200
2023-07-28,AAPL,193.30052185058594,48291400
2023-07-31,AAPL,193.91249084472656,38824100
2023-08-01,AAPL,193.0833282470703,35175100
2023-08-02,AAPL,190.0924835205078,50389300
2023-08-03,AAPL,188.70068359375,61235200
2023-08-04,AAPL,179.63929748535156,115956800
2023-08-07,AAPL,176.53981018066406,97576100
2023-08-08,AAPL,177.4775848388672,67823000
2023-08-09,AAPL,175.8883514404297,60378500
2023-08-10,AAPL,175.67120361328125,54686900
2023-08-11,AAPL,175.7305145263672,52036700
2023-08-14,AAPL,177.38116455078125,43675600
2023-08-15,AAPL,175.39443969726562,43622600
2023-08-16,AAPL,174.524658203125,46964900
2023-08-17,AAPL,171.984375,66062900
2023-08-18,AAPL,172.46871948242188,61172200
2023-08-21,AAPL,173.80308532714844,46311900
2023-08-22,AAPL,175.17697143554688,42038900
2023-08-23,AAPL,179.0219268798828,52722800
2023-08-24,AAPL,174.33682250976562,54945800
2023-08-25,AAPL,176.54100036621094,51449600
2023-08-28,AAPL,178.10272216796875,43820700
2023-08-29,AAPL,181.98716735839844,53003900
2023-08-30,AAPL,185.47630310058594,60813900
2023-08-31,AAPL,185.69375610351562,60794500
2023-09-01,AAPL,187.26535034179688,45766500
2023-09-05,AAPL,187.5025177001953,45280000
2023-09-06,AAPL,180.7911834716797,81755800
2023-09-07,AAPL,175.50315856933594,112488800
2023-09-08,AAPL,176.115966796875,65551300
2023-09-11,AAPL,177.28231811523438,58953100
2023-09-12,AAPL,174.2577667236328,90370200
2023-09-13,AAPL,172.1919708251953,84267900
2023-09-14,AAPL,173.70425415039062,60895800
2023-09-15,AAPL,172.9827117919922,109259500
2023-09-18,AAPL,175.90841674804688,67257600
2023-09-19,AAPL,176.9956817626953,51826900
2023-09-20,AAPL,173.4571533203125,58436200
2023-09-21,AAPL,171.9152069091797,63149100
2023-09-22,AAPL,172.76524353027344,56725400
2023-09-25,AAPL,174.04029846191406,46172700
2023-09-26,AAPL,169.96803283691406,64588900
2023-09-27,AAPL,168.45574951171875,66921800
2023-09-28,AAPL,168.7127685546875,56294400
2023-09-29,AAPL,169.2267303466797,51861100
2023-10-02,AAPL,171.73728942871094,52164500
2023-10-03,AAPL,170.4029541015625,49594600
2023-10-04,AAPL,171.64833068847656,53020300
2023-10-05,AAPL,172.88388061523438,48527900
2023-10-06,AAPL,175.43397521972656,57266700
2023-10-09,AAPL,176.91659545898438,42390800
2023-10-10,AAPL,176.3235626220703,43698000
2023-10-11,AAPL,177.71722412109375,47551100
2023-10-12,AAPL,178.61669921875,56743100
2023-10-13,AAPL,176.77822875976562,51427100
2023-10-16,AAPL,176.6497344970703,52517000
2023-10-17,AAPL,175.09791564941406,57549400
2023-10-18,AAPL,173.80308532714844,54764400
2023-10-19,AAPL,173.42750549316406,59302900
2023-10-20,AAPL,170.87738037109375,64244000
2023-10-23,AAPL,170.99600219726562,55980100
2023-10-24,AAPL,171.430908203125,43816600
2023-10-25,AAPL,169.11801147460938,57157000
2023-10-26,AAPL,164.956787109375,70625300
2023-10-27,AAPL,166.2713623046875,58499100
2023-10-30,AAPL,168.31735229492188,51131000
2023-10-31,AAPL,168.79183959960938,44846000
2023-11-01,AAPL,171.9547576904297,56934900
2023-11-02,AAPL,175.5130615234375,77334800
2023-11-03,AAPL,174.6037139892578,79829200
2023-11-06,AAPL,177.1538543701172,63841300
2023-11-07,AAPL,179.71380615234375,70530000
2023-11-08,AAPL,180.77145385742188,49340300
2023-11-09,AAPL,180.29696655273438,53763500
2023-11-10,AAPL,184.48348999023438,66133400
2023-11-13,AAPL,182.89993286132812,43627500
2023-11-14,AAPL,185.5128173828125,60108400
2023-11-15,AAPL,186.07693481445312,53790500
2023-11-16,AAPL,187.75946044921875,54412900
2023-11-17,AAPL,187.7396697998047,50922700
2023-11-20,AAPL,189.48155212402344,46505100
2023-11-21,AAPL,188.67991638183594,38134500
2023-11-22,AAPL,189.343017578125,39617700
2023-11-24,AAPL,188.01678466796875,24048300
2023-11-27,AAPL,187.83860778808594,40552600
2023-11-28,AAPL,188.4423370361328,38415400
2023-11-29,AAPL,187.4229736328125,43014200
2023-11-30,AAPL,187.99700927734375,48794400
2023-12-01,AAPL,189.2737274169922,45704800
2023-12-04,AAPL,187.48231506347656,43389500
2023-12-05,AAPL,191.4313201904297,66628400
2023-12-06,AAPL,190.3426055908203,41089700
2023-12-07,AAPL,192.27256774902344,47477700
2023-12-08,AAPL,193.69778442382812,53406400
2023-12-11,AAPL,191.19378662109375,60943700
2023-12-12,AAPL,192.7080841064453,52696900
2023-12-13,AAPL,195.92466735839844,70404200
2023-12-14,AAPL,196.07308959960938,66831600
2023-12-15,AAPL,195.5386199951172,128538400
2023-12-18,AAPL,193.87594604492188,55751900
2023-12-19,AAPL,194.91514587402344,40714100
2023-12-20,AAPL,192.82681274414062,52242800
2023-12-21,AAPL,192.6783447265625,46482500
2023-12-22,AAPL,191.60948181152344,37149600
2023-12-26,AAPL,191.0651397705078,28919300
2023-12-27,AAPL,191.1641082763672,48087700
2023-12-28,AAPL,191.5896759033203,34049900
2023-12-29,AAPL,190.55044555664062,42672100
2024-01-02,AAPL,183.73130798339844,82488700
2024-01-03,AAPL,182.3555908203125,58414500
2024-01-04,AAPL,180.03965759277344,71983600
2024-01-05,AAPL,179.317138671875,62379700
2024-01-08,AAPL,183.65208435058594,59144500
2024-01-09,AAPL,183.23643493652344,42841800
2024-01-10,AAPL,184.275634765625,46792900
2024-01-11,AAPL,183.6818084716797,49128400
2024-01-12,AAPL,184.00843811035156,40477800
2024-01-16,AAPL,181.74197387695312,65603000
2024-01-17,AAPL,180.80172729492188,47317400
2024-01-18,AAPL,186.69058227539062,78005800
2024-01-19,AAPL,189.5904541015625,68903000
2024-01-22,AAPL,191.896484375,60133900
2024-01-23,AAPL,193.17320251464844,42355600
2024-01-24,AAPL,192.50021362304688,53631300
2024-01-25,AAPL,192.17359924316406,54822100
2024-01-26,AAPL,190.44155883789062,44594000
2024-01-29,AAPL,189.75868225097656,47145600
2024-01-30,AAPL,186.1066131591797,55859400
2024-01-31,AAPL,182.50404357910156,55467800
2024-02-01,AAPL,184.9387664794922,64885400
2024-02-02,AAPL,183.93914794921875,102551700
2024-02-05,AAPL,185.75033569335938,69668800
2024-02-06,AAPL,187.35369873046875,43490800
2024-02-07,AAPL,187.46255493164062,53439000
2024-02-08,AAPL,186.38375854492188,40962000
2024-02-09,AAPL,187.14683532714844,45155200
2024-02-12,AAPL,185.46212768554688,41781900
2024-02-13,AAPL,183.3711700439453,56529500
2024-02-14,AAPL,182.4891815185547,54630500
2024-02-15,AAPL,182.2018280029297,65434500
2024-02-16,AAPL,180.66578674316406,49752500
2024-02-20,AAPL,179.9225311279297,53665600
2024-02-21,AAPL,180.6757049560547,41371400
2024-02-22,AAPL,182.7071990966797,52292200
2024-02-23,AAPL,180.8739013671875,45119700
2024-02-26,AAPL,179.5261688232422,40867400
2024-02-27,AAPL,180.98291015625,54318900
2024-02-28,AAPL,179.7838134765625,48953900
2024-02-29,AAPL,179.119873046875,136682600
2024-03-01,AAPL,178.03970336914062,73563100
2024-03-04,AAPL,173.52081298828125,81510100
2024-03-05,AAPL,168.58575439453125,95132400
2024-03-06,AAPL,167.59475708007812,68587700
2024-03-07,AAPL,167.475830078125,71765100
2024-03-08,AAPL,169.19021606445312,76267000
2024-03-11,AAPL,171.1920166015625,60139500
2024-03-12,AAPL,171.6676788330078,59825400
2024-03-13,AAPL,169.58663940429688,52488700
2024-03-14,AAPL,171.4397430419922,72913500
2024-03-15,AAPL,171.0631866455078,121752700
2024-03-18,AAPL,172.1532745361328,75604200
2024-03-19,AAPL,174.4919891357422,55215200
2024-03-20,AAPL,177.05860900878906,53423100
2024-03-21,AAPL,169.82444763183594,106181300
2024-03-22,AAPL,170.72622680664062,71160100
2024-03-25,AAPL,169.3091583251953,54288300
2024-03-26,AAPL,168.17942810058594,57388400
2024-03-27,AAPL,171.7469482421875,60273300
2024-03-28,AAPL,169.9334716796875,65672700
2024-04-01,AAPL,168.4965362548828,46240500
2024-04-02,AAPL,167.31727600097656,49329500
2024-04-03,AAPL,168.11996459960938,47691700
2024-04-04,AAPL,167.29747009277344,53704400
2024-04-05,AAPL,168.0506134033203,42104800
2024-04-08,AAPL,166.9307861328125,37425500
2024-04-09,AAPL,168.1397705078125,42373800
2024-04-10,AAPL,166.26683044433594,49709300
2024-04-11,AAPL,173.4613494873047,91070300
2024-04-12,AAPL,174.95774841308594,101670900
2024-04-15,AAPL,171.132568359375,73531800
2024-04-16,AAPL,167.8524169921875,73711200
2024-04-17,AAPL,166.48484802246094,50901200
2024-04-18,AAPL,165.53347778320312,43122900
2024-04-19,AAPL,163.51190185546875,68149400
2024-04-22,AAPL,164.34432983398438,48116400
2024-04-23,AAPL,165.39476013183594,49537800
2024-04-24,AAPL,167.49566650390625,48251800
2024-04-25,AAPL,168.35780334472656,50558300
2024-04-26,AAPL,167.7731170654297,44838400
2024-04-29,AAPL,171.9352569580078,68169400
2024-04-30,AAPL,168.79383850097656,65934800
2024-05-01,AAPL,167.7731170654297,50383100
2024-05-02,AAPL,171.46949768066406,94214900
2024-05-03,AAPL,181.72613525390625,163224100
2024-05-06,AAPL,180.07119750976562,78569700
2024-05-07,AAPL,180.75498962402344,77305800
2024-05-08,AAPL,181.09190368652344,45057100
2024-05-09,AAPL,182.90542602539062,48983000
2024-05-10,AAPL,181.64515686035156,50759500
2024-05-13,AAPL,184.85037231445312,72044800
2024-05-14,AAPL,185.99151611328125,52393600
2024-05-15,AAPL,188.26394653320312,70400000
2024-05-16,AAPL,188.38304138183594,52845200
2024-05-17,AAPL,188.41281127929688,41282900
2024-05-20,AAPL,189.5738067626953,44361300
2024-05-21,AAPL,190.87379455566406,42309400
2024-05-22,AAPL,189.4348907470703,34648500
2024-05-23,AAPL,185.44577026367188,51005900
2024-05-24,AAPL,188.52195739746094,36327000
2024-05-28,AAPL,188.53192138671875,52280100
2024-05-29,AAPL,188.82957458496094,53068000
2024-05-30,AAPL,189.82192993164062,49889100
2024-05-31,AAPL,190.77456665039062,75158300
2024-06-03,AAPL,192.54087829589844,50080500
2024-06-04,AAPL,192.8584442138672,47471400
2024-06-05,AAPL,194.3667755126953,54156800
2024-06-06,AAPL,192.9874267578125,41181800
2024-06-07,AAPL,195.37892150878906,53103900
2024-06-10,AAPL,191.63784790039062,97010200
2024-06-11,AAPL,205.5601806640625,172373300
2024-06-12,AAPL,211.43478393554688,198134300
2024-06-13,AAPL,212.59579467773438,97862700
2024-06-14,AAPL,210.8592071533203,70122700
2024-06-17,AAPL,215.00714111328125,93728300
2024-06-18,AAPL,212.64537048339844,79943300
2024-06-20,AAPL,208.07077026367188,86172500
2024-06-21,AAPL,205.89759826660156,241805100
2024-06-24,AAPL,206.54258728027344,80727000
2024-06-25,AAPL,207.46546936035156,55549700
2024-06-26,AAPL,211.61338806152344,66213200
2024-06-27,AAPL,212.45687866210938,49772700
2024-06-28,AAPL,209.00357055664062,82542700
2024-07-01,AAPL,215.08651733398438,60402900
2024-07-02,AAPL,218.5795135498047,58046200
2024-07-03,AAPL,219.8496856689453,37369800
2024-07-05,AAPL,224.60292053222656,60412400
2024-07-08,AAPL,226.07154846191406,59085900
2024-07-09,AAPL,226.92495727539062,48076100
2024-07-10,AAPL,231.19195556640625,62627700
2024-07-11,AAPL,225.82347106933594,64710600
2024-07-12,AAPL,228.77069091796875,53046500
2024-07-15,AAPL,232.60105895996094,62631300
2024-07-16,AAPL,233.01785278320312,43234300
2024-07-17,AAPL,227.1234130859375,57345900
2024-07-18,AAPL,222.45947265625,66034600
2024-07-19,AAPL,222.58848571777344,49151500
2024-07-22,AAPL,222.24119567871094,48201800
2024-07-23,AAPL,223.2831268310547,39960300
2024-07-24,AAPL,216.86276245117188,61777600
2024-07-25,AAPL,215.8208465576172,51391200
2024-07-26,AAPL,216.2872314453125,41601300
2024-07-29,AAPL,216.56507873535156,36311800
2024-07-30,AAPL,217.1208038330078,41643800
2024-07-31,AAPL,220.37562561035156,50036300
2024-08-01,AAPL,216.68417358398438,62501000
2024-08-02,AAPL,218.1726531982422,105568600
2024-08-05,AAPL,207.6639404296875,119548600
2024-08-06,AAPL,205.63958740234375,69660500
2024-08-07,AAPL,208.20970153808594,63516400
2024-08-08,AAPL,211.67291259765625,47161100
2024-08-09,AAPL,214.5804443359375,42201600
2024-08-12,AAPL,216.11038208007812,38028100
2024-08-13,AAPL,219.8260040283203,44155300
2024-08-14,AAPL,220.27304077148438,41960600
2024-08-15,AAPL,223.25347900390625,46414000
2024-08-16,AAPL,224.57479858398438,44340200
2024-08-19,AAPL,224.4158477783203,40687800
2024-08-20,AAPL,225.03176879882812,30299000
2024-08-21,AAPL,224.92250061035156,34765500
2024-08-22,AAPL,223.06471252441406,43695300
2024-08-23,AAPL,225.35963439941406,38677300
2024-08-26,AAPL,225.6973876953125,30602200
2024-08-27,AAPL,226.54183959960938,35934600
2024-08-28,AAPL,225.0119171142578,38052200
2024-08-29,AAPL,228.29037475585938,51906300
2024-08-30,AAPL,227.5055389404297,52990800
2024-09-03,AAPL,221.3162078857422,50190600
2024-09-04,AAPL,219.4087371826172,43840200
2024-09-05,AAPL,220.9287567138672,36615400
2024-09-06,AAPL,219.37892150878906,48423000
2024-09-09,AAPL,219.4683380126953,67180000
2024-09-10,AAPL,218.67355346679688,51591000
2024-09-11,AAPL,221.2069091796875,44587100
2024-09-12,AAPL,221.3162078857422,37455600
2024-09-13,AAPL,221.04794311523438,36766600
2024-09-16,AAPL,214.90829467773438,59357400
2024-09-17,AAPL,215.37521362304688,45519300
2024-09-18,AAPL,219.249755859375,59894900
2024-09-19,AAPL,227.37637329101562,66781300
2024-09-20,AAPL,226.7107696533203,318679900
2024-09-23,AAPL,224.99205017089844,54146000
2024-09-24,AAPL,225.8861846923828,43556100
2024-09-25,AAPL,224.89268493652344,42308700
2024-09-26,AAPL,226.0352020263672,36636700
2024-09-27,AAPL,226.30343627929688,34026000
2024-09-30,AAPL,231.4794158935547,54541900
2024-10-01,AAPL,224.73373413085938,63285000
2024-10-02,AAPL,225.30001831054688,32880600
2024-10-03,AAPL,224.197265625,34044200
2024-10-04,AAPL,225.3199005126953,37245100
2024-10-07,AAPL,220.24325561523438,39505400
2024-10-08,AAPL,224.29661560058594,31855700
2024-10-09,AAPL,228.04202270507812,33591100
2024-10-10,AAPL,227.54527282714844,28183500
2024-10-11,AAPL,226.0650177001953,31759200
2024-10-14,AAPL,229.79054260253906,39882100
2024-10-15,AAPL,232.3238983154297,64751400
2024-10-16,AAPL,230.2673797607422,34082200
2024-10-17,AAPL,230.63497924804688,32993800
2024-10-18,AAPL,233.4663848876953,46431500
2024-10-21,AAPL,234.9367218017578,36254500
2024-10-22,AAPL,234.32078552246094,38846600
2024-10-23,AAPL,229.25404357910156,52287000
2024-10-24,AAPL,229.06529235839844,31109500
2024-10-25,AAPL,229.8998260498047,38802300
2024-10-28,AAPL,231.8768310546875,36087100
2024-10-29,AAPL,232.1450653076172,35417200
2024-10-30,AAPL,228.59837341308594,47070900
2024-10-31,AAPL,224.4357147216797,64370100
2024-11-01,AAPL,221.45529174804688,65276700
2024-11-04,AAPL,220.56112670898438,44944500
2024-11-05,AAPL,221.99176025390625,28111300
2024-11-06,AAPL,221.2665252685547,54561100
2024-11-07,AAPL,225.99545288085938,42137700
2024-11-08,AAPL,225.7269287109375,38328800
2024-11-11,AAPL,223.01174926757812,42005600
2024-11-12,AAPL,223.01174926757812,40398300
2024-11-13,AAPL,223.8969268798828,48566200
2024-11-14,AAPL,226.9801025390625,44923900
2024-11-15,AAPL,223.77755737304688,47923700
2024-11-18,AAPL,226.7811737060547,44633700
2024-11-19,AAPL,227.0397491455078,36211800
2024-11-20,AAPL,227.75582885742188,35169600
2024-11-21,AAPL,227.27845764160156,42108300
2024-11-22,AAPL,228.62110900878906,38168300
2024-11-25,AAPL,231.60479736328125,90152800
2024-11-26,AAPL,233.7829132080078,45986200
2024-11-27,AAPL,233.65362548828125,33498400
2024-11-29,AAPL,236.04058837890625,28481400
2024-12-02,AAPL,238.28829956054688,48137100
2024-12-03,AAPL,241.33168029785156,38861000
2024-12-04,AAPL,241.68972778320312,44383900
2024-12-05,AAPL,241.7195587158203,40033900
2024-12-06,AAPL,241.5206298828125,36870600
2024-12-09,AAPL,245.40939331054688,44649200
2024-12-10,AAPL,246.4238739013672,36914800
2024-12-11,AAPL,245.1508026123047,45205800
2024-12-12,AAPL,246.6128387451172,32777500
2024-12-13,AAPL,246.7819061279297,33155300
2024-12-16,AAPL,249.67608642578125,51694800
2024-12-17,AAPL,252.1028289794922,51356400
2024-12-18,AAPL,246.7023468017578,56774100
2024-12-19,AAPL,248.43287658691406,60882300
2024-12-20,AAPL,253.1073760986328,147495300
2024-12-23,AAPL,253.88311767578125,40858800
2024-12-24,AAPL,256.7972412109375,23234700
2024-12-26,AAPL,257.6127624511719,27237100
2024-12-27,AAPL,254.2013702392578,42355300
2024-12-30,AAPL,250.82980346679688,35557500
2024-12-31,AAPL,249.05947875976562,39480700
2025-01-02,AAPL,242.52517700195312,55740700
2025-01-03,AAPL,242.03782653808594,40244100
2025-01-06,AAPL,243.66891479492188,45045600
2025-01-07,AAPL,240.8940887451172,40856000
2025-01-08,AAPL,241.38140869140625,37628900
2025-01-10,AAPL,235.5631866455078,61710900
2025-01-13,AAPL,233.1265106201172,49630700
2025-01-14,AAPL,232.0125732421875,39435300
2025-01-15,AAPL,236.57763671875,39832000
2025-01-16,AAPL,227.0198516845703,71759100
2025-01-17,AAPL,228.7305145263672,68488300
2025-01-21,AAPL,221.43040466308594,98070400
2025-01-22,AAPL,222.61392211914062,64126500
2025-01-23,AAPL,222.44485473632812,60234800
2025-01-24,AAPL,221.5696258544922,54697900
2025-01-27,AAPL,228.6111602783203,94863400
2025-01-28,AAPL,236.96551513671875,75707600
2025-01-29,AAPL,238.0595703125,45486100
2025-01-30,AAPL,236.29916381835938,55658300
2025-01-31,AAPL,234.71780395507812,100959800
2025-02-03,AAPL,226.77120971679688,73063300
2025-02-04,AAPL,231.5352020263672,45067300
2025-02-05,AAPL,231.2069854736328,39620300
2025-02-06,AAPL,231.95291137695312,29925300
2025-02-07,AAPL,226.39328002929688,39707200
2025-02-10,AAPL,226.66209411621094,33115600
2025-02-11,AAPL,231.61053466796875,53718400
2025-02-12,AAPL,235.84210205078125,45243300
2025-02-13,AAPL,240.4818878173828,53614100
2025-02-14,AAPL,243.53854370117188,40896200
2025-02-18,AAPL,243.4091339111328,48822500
2025-02-19,AAPL,243.807373046875,32204200
2025-02-20,AAPL,244.76321411132812,32316900
2025-02-21,AAPL,244.48443603515625,53197400
2025-02-24,AAPL,246.0277099609375,51326400
2025-02-25,AAPL,245.9679718017578,48013300
2025-02-26,AAPL,239.3169403076172,44433600
2025-02-27,AAPL,236.27024841308594,41153600
2025-02-28,AAPL,240.79052734375,56833400
2025-03-03,AAPL,236.99705505371094,47184000
2025-03-04,AAPL,234.9061737060547,53798100
2025-03-05,AAPL,234.7169952392578,47227600
2025-03-06,AAPL,234.30877685546875,45170400
2025-03-07,AAPL,238.03256225585938,46273600
2025-03-10,AAPL,226.49285888671875,72071200
2025-03-11,AAPL,219.8816680908203,76137400
2025-03-12,AAPL,216.0384063720703,62547500
2025-03-13,AAPL,208.7700958251953,61368300
2025-03-14,AAPL,212.56356811523438,60107600
2025-03-17,AAPL,213.0713348388672,48073400
2025-03-18,AAPL,211.7670135498047,42432400
2025-03-19,AAPL,214.30596923828125,54385400
2025-03-20,AAPL,213.17091369628906,48862900
2025-03-21,AAPL,217.32281494140625,94127800
2025-03-24,AAPL,219.7721405029297,44299500
2025-03-25,AAPL,222.77903747558594,34493600
2025-03-26,AAPL,220.56866455078125,34466100
2025-03-27,AAPL,222.87860107421875,37094800
2025-03-28,AAPL,216.9544219970703,39818600
2025-03-31,AAPL,221.1660614013672,65299300
2025-04-01,AAPL,222.22146606445312,36412700
2025-04-02,AAPL,222.91842651367188,35905900
2025-04-03,AAPL,202.3082733154297,103419000
2025-04-04,AAPL,187.5625457763672,125910900
2025-04-07,AAPL,180.6725616455078,160466300
2025-04-08,AAPL,171.67178344726562,120859500
2025-04-09,AAPL,197.98709106445312,184395900
2025-04-10,AAPL,189.5936737060547,121880000
2025-04-11,AAPL,197.2901153564453,87435900
2025-04-14,AAPL,201.6411590576172,101352900
2025-04-15,AAPL,201.2628173828125,51343900
2025-04-16,AAPL,193.42697143554688,59732400
2025-04-17,AAPL,196.12521362304688,52164700
2025-04-21,AAPL,192.32177734375,46742500
2025-04-22,AAPL,198.87322998046875,52976400
2025-04-23,AAPL,203.71212768554688,52929200
2025-04-24,AAPL,207.4657745361328,47311000
2025-04-25,AAPL,208.371826171875,38222300
2025-04-28,AAPL,209.2281036376953,38743100
2025-04-29,AAPL,210.29345703125,36827600
2025-04-30,AAPL,211.57785034179688,52286500
2025-05-01,AAPL,212.39430236816406,57365700
2025-05-02,AAPL,204.45889282226562,101010600
2025-05-05,AAPL,198.02691650390625,69018500
2025-05-06,AAPL,197.64854431152344,51216500
2025-05-07,AAPL,195.3983612060547,68536700
2025-05-08,AAPL,196.63299560546875,50478900
2025-05-09,AAPL,197.66848754882812,36453900
2025-05-12,AAPL,210.15049743652344,63775800
2025-05-13,AAPL,212.28399658203125,51909300
2025-05-14,AAPL,211.68580627441406,49325800
2025-05-15,AAPL,210.80848693847656,45029500
2025-05-16,AAPL,210.6190643310547,54737900
2025-05-19,AAPL,208.14659118652344,46140500
2025-05-20,AAPL,206.232421875,42496600
2025-05-21,AAPL,201.47689819335938,59211800
2025-05-22,AAPL,200.74911499023438,46742400
2025-05-23,AAPL,194.67758178710938,78432900
2025-05-27,AAPL,199.60260009765625,56288500
2025-05-28,AAPL,199.81195068359375,45339700
2025-05-29,AAPL,199.34336853027344,51396800
2025-05-30,AAPL,200.24066162109375,70819900
2025-06-02,AAPL,201.08807373046875,35423300
2025-06-03,AAPL,202.6533203125,46381600
2025-06-04,AAPL,202.20468139648438,43604000
2025-06-05,AAPL,200.0213165283203,55126100
2025-06-06,AAPL,203.3013458251953,46607700
2025-06-09,AAPL,200.8388214111328,72862600
2025-06-10,AAPL,202.0551300048828,54672600
2025-06-11,AAPL,198.1769256591797,60989900
2025-06-12,AAPL,198.5956573486328,43904600
2025-06-13,AAPL,195.85398864746094,51447300
2025-06-16,AAPL,197.81802368164062,43020700
2025-06-17,AAPL,195.0464630126953,38856200
2025-06-18,AAPL,195.9835968017578,45394700
2025-06-20,AAPL,200.3902130126953,96813500
2025-06-23,AAPL,200.888671875,55814300
2025-06-24,AAPL,199.6923065185547,54064000
2025-06-25,AAPL,200.948486328125,39525700
2025-06-26,AAPL,200.3902130126953,50799100
2025-06-27,AAPL,200.469970703125,73188600
2025-06-30,AAPL,204.5475311279297,91912800
2025-07-01,AAPL,207.18951416015625,78788900
2025-07-02,AAPL,211.7954864501953,67941800
2025-07-03,AAPL,212.90213012695312,34955800
2025-07-07,AAPL,209.3130340576172,50229000
2025-07-08,AAPL,209.3728485107422,42848900
2025-07-09,AAPL,210.4994354248047,48749400
2025-07-10,AAPL,211.7655792236328,44443600
2025-07-11,AAPL,210.5193634033203,39765800
2025-07-14,AAPL,207.98707580566406,38840100
2025-07-15,AAPL,208.4755859375,42296300
2025-07-16,AAPL,209.52239990234375,47490500
2025-07-17,AAPL,209.38284301757812,48068100
2025-07-18,AAPL,210.539306640625,48974600
2025-07-21,AAPL,211.83535766601562,51377400
2025-07-22,AAPL,213.74954223632812,46404100
2025-07-23,AAPL,213.5002899169922,46989300
2025-07-24,AAPL,213.11148071289062,46022600
2025-07-25,AAPL,213.2311248779297,40268800
2025-07-28,AAPL,213.40060424804688,37858000
2025-07-29,AAPL,210.6290283203125,51411700
2025-07-30,AAPL,208.415771484375,45512500
2025-07-31,AAPL,206.9402618408203,80698400
2025-08-01,AAPL,201.76600646972656,104434500
2025-08-04,AAPL,202.7330780029297,75109300
2025-08-05,AAPL,202.3043670654297,44155100
2025-08-06,AAPL,212.60302734375,108483100
2025-08-07,AAPL,219.36245727539062,90224800
2025-08-08,AAPL,228.65419006347656,113854000
2025-08-11,AAPL,226.74781799316406,61806100
2025-08-12,AAPL,229.21310424804688,55626200
2025-08-13,AAPL,232.88612365722656,69878500
2025-08-14,AAPL,232.33717346191406,51916300
2025-08-15,AAPL,231.1494140625,56038700
2025-08-18,AAPL,230.45074462890625,37476200
2025-08-19,AAPL,230.1213836669922,39402600
2025-08-20,AAPL,225.5800323486328,42263900
